م,الصنف,كمية,رويال الكيم / سنتر اللوتس التجاري,سعر التكلفة,رويال الكيم اونلاين,سعر1 كارت,رويال توزيع / عربيه,سعر2 كارت,ريال الكيم / اداره مخازن,سعر3 كارت,ROYAL ELCHIM . HURGADA,سعر4 كارت,ROYAL ELCHIM MARWA,تاريخ اخر حركة,الفرق,بيع,شراء,مرتجع بيع,مرتجع شراء,صادر,وارد,تالف,تسوية,قيمة بيع,قيمة شراء,قيمة مرتجع بيع,قيمة مرتجع شراء,قيمة تالف,الباركود,الوصف,حجز,غير مؤكد,ج تكلفة,نوع الصنف,اسم الصنف,الوصف 4,الوصف 5,ترتيب القائمة,سعر1 %,إجمالي الكمية,حد الطلب رويال الكيم / سنتر اللوتس التجاري,التصنيف الرئيسي,اسم القائمة,نواقص رويال الكيم / سنتر اللوتس التجاري,اخر تسوية رويال الكيم / سنتر اللوتس التجاري,صورة الصنف,اخر سعر شراء,سعر عرض,تاريخ النواقص,خصم بيع,خصم شراء,سعر1 = رويال الكيم / سنتر اللوتس التجاري,سعر2 = رويال الكيم / سنتر اللوتس التجاري,سعر3 = رويال الكيم / سنتر اللوتس التجاري,سعر4 = رويال الكيم / سنتر اللوتس التجاري,مطلوب حد الطلب,تاريخ اخر بيع,أونلاين,كمية أونلاين,تاريخ خصم أونلاين,سعر أونلاين,#هاشتاج,كلمات البحث,مورد اخر,ملاحظات,أول تاريخ,اخر تاريخ,تحت الطلب,نسبة الخصم**,اخر سعر تكلفة,تاريخ اخر شراء,*اسم الصنف Online,سعر تكلفة مخصص,إيقاف الإدراج,قيمة سعر1,قيمة سعر2,قيمة سعر3,قيمة سعر4,عدد الصور
64,AVON MICELLAR WATER SOOTHE REMOVE MAKEUP,0,0,10,0,25,0,20,0,15,0,12,0,2022/05/23,,,,,,,,,,,,,,,5059018016058,SOOTHE,0,,0,AVON,MICELLAR WATER,REMOVE MAKEUP,,,150,0,0,,1,نواقص,99999,,10,,2022/05/25,,,,,,,,2022/05/23,,-1,,,,,Avon,,,,0,60,10,2021/10/30,,10,لا,25,20,15,12,0
65,AVON MINI LIPSTICK,0,0,2,0,5,0,4٫5,0,4,0,3٫5,0,2023/12/11,,,,,,,,,,,,,,,049002,,0,,0,AVON,MINI LIPSTICK,,,,150,0,0,,1,---,99999,,2,,,,,,,,,,,,-1,,,,,رصيد اول المده,,,,0,60,2,2021/08/29,,2,لا,5,4٫5,4,3٫5,0
66,AVON MOISTURISING HAND GEL,0,0,19٫58,0,45,0,35,0,30,0,25,0,2025/07/02,,,,,,,,,,,,,,,5059018110695,,0,,0,AVON,MOISTURISING HAND GEL,,,,129٫8,0,0,,1,نواقص,99999,,20,,2025/02/03,,,,,,,,,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,56٫48,20,2022/02/24,,19٫58,لا,45,35,30,25,0
67,AVON Msmriz Roll_on,0,0,14,0,22,0,18,0,16,0,15,0,2022/04/27,,,,,,,,,,,,,,,5059018013460,Roll_on,0,,0,AVON,Msmriz,,,,57٫14,0,0,,1,نواقص,99999,,14,,2022/04/28,,,,,,,,2022/04/27,,-1,,,,,Avon,,,,0,36٫36,14,2021/10/30,,14,لا,22,18,16,15,0
68,AVON My Wish For You,0,0,165,0,250,0,230,0,200,0,180,0,2022/10/18,,,,,,,,,,,,,,,5059018111685,For You,0,,0,AVON,My Wish,,,,51٫52,0,0,,1,نواقص,99999,,165,,2022/08/12,,,,,,,,2022/10/18,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,34,165,2021/11/24,,165,لا,250,230,200,180,0
69,AVON Natural Hair Care,0,0,5,0,20,0,18,0,16,0,14,0,2023/12/11,,,,,,,,,,,,,,,5050136615208,,0,,0,AVON,Natural Hair Care,,,,300,0,0,,1,نواقص,99999,,5,,2022/06/16,,,,,,,,2022/04/16,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,75,5,2022/04/12,,5,لا,20,18,16,14,0
70,AVON OnDuty,0,0,14,0,22,0,20,0,18,0,15,0,2021/11/18,,,,,,,,,,,,,,,5050136620295,,0,,0,AVON,OnDuty,,,,57٫14,0,0,,1,نواقص,99999,,14,,2021/11/18,,,,,,,,2021/11/18,,-1,,,,,Avon,,,,0,36٫36,14,2021/10/30,,14,لا,22,20,18,15,0
71,AVON ONDUTY ACTIVE ROLL-ON 48H,0,0,15٫25,0,25,0,22,0,20,0,18,0,2023/12/11,,,,,,,,,,,,,,,5050136281472,ROLL-ON,0,,0,AVON,ONDUTY ACTIVE,48H,,,63٫93,0,0,,1,نواقص,99999,,16,,2022/06/16,,,,,,,,,,-1,,,,,رصيد اول المده,,,,0,39,16,2021/08/29,,15٫25,لا,25,22,20,18,0
72,AVON PASSION DANCE,0,0,112٫08,0,150,0,140,0,130,0,125,0,2023/12/26,,,,,,,,,,,,,,,5059018104489,DANCE,0,,0,AVON,PASSION,,,,33٫83,0,0,,1,---,99999,,115,,2023/10/12,,,,,,,,2023/12/26,,-1,,,,,رويال/ادره المخازن,,,,0,25٫28,115,2022/02/09,,112٫08,لا,150,140,130,125,0
73,AVON PEACH VELVET,0,0,45,0,70,0,65,0,60,0,55,0,2023/04/08,,,,,,,,,,,,,,,5059018083630,,0,,0,AVON,PEACH VELVET,,,,55٫56,0,0,,1,نواقص,99999,,45,,2023/04/08,,,,,,,,2023/04/08,,-1,,,,,رويال/ادره المخازن,,,,0,35٫71,45,2022/02/09,,45,لا,70,65,60,55,0
74,AVON PERCEIVE 50 ML WOMEN,0,0,119٫71,0,175,0,160,0,150,0,135,0,2023/12/11,,,,,,,,,,,,,,,5050136670825,50 ML,0,,0,AVON,PERCEIVE,WOMEN,,,46٫18,0,0,,1,نواقص,99999,,123٫9,,2023/07/04,,,,,,,,2023/07/04,,-1,,,,,Avon,,,,0,31٫59,123٫9,2021/10/30,,119٫71,لا,175,160,150,135,0
75,AVON Perceive 100 Ml For Men,0,0,125,0,175,0,155,0,145,0,135,0,2023/02/14,,,,,,,,,,,,,,,5059018018854,100 Ml,0,,0,AVON,Perceive,For Men,,,40,0,0,,1,نواقص,99999,,125,,2023/02/14,,,,,,,,2023/02/14,,-1,,,,,Avon,,,,0,28٫57,125,2021/12/19,,125,لا,175,155,145,135,0
76,AVON PERCIEVE ROLL-ON,0,0,26,0,42,0,40,0,38,0,35,0,2025/06/28,,,,,,,,,,,,,,,5050136672454,ROLL-ON,0,,0,AVON,PERCIEVE,,,,61٫54,0,0,,1,نواقص,99999,,26,,2024/06/01,,,,,,,,2024/05/31,,-1,,,,,Avon,,,,0,38٫1,26,2023/10/21,,26,لا,42,40,38,35,0
77,AVON POMEGRANATE & PEONY,0,0,45,0,70,0,65,0,60,0,55,0,2021/11/01,,,,,,,,,,,,,,,049011,,0,,0,AVON,POMEGRANATE & PEONY,,,,55٫56,0,0,,1,نواقص,99999,,45,,2021/11/01,,,,,,,,2021/11/01,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,35٫71,45,2021/05/13,,45,لا,70,65,60,55,0
78,AVON PRECIOUS SHOWER OILS,0,0,65,0,72,0,72,0,72,0,70,0,2023/12/11,,,,,,,,,,,,,,,5050136487379,,0,,0,AVON,PRECIOUS SHOWER OILS,,,,10٫77,0,0,,1,نواقص,99999,,65,,2021/07/12,,,,,,,,,,-1,,,,,رويال/ادره المخازن,,,,0,9٫72,65,2022/02/09,,65,لا,72,72,72,70,0
79,AVON PUR BLANCA ROLL-ON,0,0,29,0,45,0,42,0,40,0,38,0,2025/06/28,,,,,,,,,,,,,,,5059018015938,ROLL-ON,0,,0,AVON,PUR BLANCA,,,,55٫17,0,0,,1,نواقص,99999,,30,,2024/06/01,,,,,,,,2024/07/30,,-1,,,,,,,,,0,35٫56,30,2024/03/11,,29,لا,45,42,40,38,0
80,AVON Rare Flower Night Orchid Bodylotion,0,0,25,0,60,0,55,0,50,0,45,0,2021/12/25,,,,,,,,,,,,,,,5050136190262,Bodylotion,0,,0,AVON,Rare Flower Night Orchid,,,,140,0,0,,1,نواقص,99999,,25,,2021/12/25,,30,,,,,,2021/12/25,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,58٫33,25,2021/05/13,,25,لا,60,55,50,45,0
81,AVON Rare Gold 50 Ml,0,0,250,0,357,0,325,0,300,0,285,0,2024/05/27,,,,,,,,,,,,,,,5059018007087,50 Ml,0,,0,AVON,Rare Gold,,,,42٫8,0,0,,1,نواقص,99999,,250,,2024/05/27,,,,,,,,2024/05/27,,-1,,,,,Avon,,,,0,29٫97,250,2024/04/06,,250,لا,357,325,300,285,0
82,AVON Rare Parls 50ml,0,0,250,0,357,0,320,0,300,0,290,0,2024/07/02,,,,,,,,,,,,,,,5059018015709,,0,,0,AVON,Rare Parls 50ml,,,,42٫8,0,0,,1,نواقص,99999,,250,,2024/04/08,,,,,,,,2024/07/02,,-1,,,,,Avon,,,,0,29٫97,250,2024/04/06,,250,لا,357,320,300,290,0
83,AVON Rare Pearls Gs Offer,0,0,115٫5,0,231٫58,0,225,0,220,0,200,0,2021/12/14,,,,,,,,,,,,,,,5059018111708,Offer,0,,0,AVON,Rare Pearls Gs,,,,100٫5,0,0,,1,نواقص,99999,,115٫5,,2021/12/14,,30,,,,,,2021/12/14,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,50٫13,115٫5,2021/11/24,,115٫5,لا,231٫58,225,220,200,0
84,AVON REFRESHING FACIAL CLEANING,0,0,25,0,40,0,35,0,30,0,26,0,2021/12/25,,,,,,,,,,,,,,,5050136489571,,0,,0,AVON,REFRESHING FACIAL CLEANING,,,,60,0,0,,1,نواقص,99999,,25,,2021/12/25,,,,,,,,2021/12/25,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,37٫5,25,2021/11/24,,25,لا,40,35,30,26,0
85,AVON Roll On,0,0,26,0,42,0,40,0,38,0,35,0,2024/01/31,,,,,,,,,,,,,,,049017,,0,,0,AVON,Roll On,,,,61٫54,0,0,,1,نواقص,99999,,26,,2024/01/31,,,,,,,,2024/01/31,,-1,,,,,Avon,,,,0,38٫1,26,2023/10/21,,26,لا,42,40,38,35,0
86,AVON RUBY KISS LIPSTIC,0,0,0,0,35,0,30,0,25,0,20,0,,,,,,,,,,,,,,,,049005,LIPSTIC,0,,0,AVON,RUBY KISS,,,,,0,0,,1,---,99999,,0,,,,,,,,,,,,-1,,,,,,,,,0,,0,,,0,لا,35,30,25,20,0
87,AVON Shampo Avocado,0,0,15,0,45,0,35,0,25,0,20,0,2023/01/10,,,,,,,,,,,,,,,5059018070821,,0,,0,AVON,Shampo Avocado,,,,200,0,0,,1,نواقص,99999,,15,,2023/01/10,,,,,,,,2023/01/10,,-1,,,,,رويال / اداره المخازن الاقصر,,,,0,66٫67,15,2022/04/12,,15,لا,45,35,25,20,0
88,AVON SURREAL ISLAND BODY LOTION 150ML,0,0,31٫5,0,60,0,50,0,40,0,35,0,2022/02/12,,,,,,,,,,,,,,,5050136706791,BODY LOTION,0,,0,AVON,SURREAL ISLAND,150ML,,,90٫48,0,0,,1,---,99999,,31٫5,,,,,,,,,,2022/02/12,,-1,,,,,رصيد اول المده,,,,0,47٫5,31٫5,2021/08/03,,31٫5,لا,60,50,40,35,0
89,AVON SURRRAEL ISLAND 75ML,0,0,125,0,185,0,155,0,145,0,140,0,2023/07/14,,,,,,,,,,,,,,,5050136304096,75ML,0,,0,AVON,SURRRAEL ISLAND,,,,48,0,0,,1,نواقص,99999,,125,,2023/07/14,,,,,,,,2023/07/14,,-1,,,,,رصيد اول المده,,,,0,32٫43,125,2021/08/01,,125,لا,185,155,145,140,0
90,AVON Today Tomorrow This Love,0,0,123,0,175,0,155,0,145,0,135,0,2021/12/29,,,,,,,,,,,,,,,5059018109484,This Love,0,,0,AVON,Today Tomorrow,,,,42٫28,0,0,,1,نواقص,99999,,123,,2022/01/03,,,,,,,,2021/12/29,,-1,,,,,Avon,,,,0,29٫71,123,2021/12/19,,123,لا,175,155,145,135,0
91,AVON UNLIMITED MASCRA ISTANT LIFT,0,0,36,0,75,0,65,0,50,0,40,0,2023/12/11,,,,,,,,,,,,,,,049004,ISTANT LIFT,0,,0,AVON,UNLIMITED MASCRA,,,,108٫33,0,0,,1,نواقص,99999,,36,,2023/10/12,,,,,,,,,,-1,,,,,رصيد اول المده,,,,0,52,36,2021/08/29,,36,لا,75,65,50,40,0
92,AVON V FOR VICTORY GOLD MEN EDIT,0,0,123٫45,0,175,0,160,0,140,0,135,0,2025/07/02,,,,,,,,,,,,,,,5059018013576,GOLD MEN EDIT,0,,0,AVON,V FOR VICTORY,,,,41٫76,0,0,,1,نواقص,99999,,125,,2025/02/03,,,,,,,,2024/04/08,,-1,,,,,رويال/ادره المخازن,,,,0,29٫46,125,2022/02/09,,123٫45,لا,175,160,140,135,0
93,AVON WHITE LILY,0,0,45,0,70,0,65,0,60,0,55,0,2022/06/21,,,,,,,,,,,,,,,5059018115645,,0,,0,AVON,WHITE LILY,,,,55٫56,0,0,,1,نواقص,99999,,45,,2021/12/21,,,,,,,,2022/06/21,,-1,,,,,رويال/ادره المخازن,,,,0,35٫71,45,2022/02/09,,45,لا,70,65,60,55,0
94,AVON WILD COUNTRY 75 ML MEN,0,0,123٫28,0,175,0,155,0,150,0,145,0,2023/12/11,,,,,,,,,,,,,,,5050136327156,75 ML,0,,0,AVON,WILD COUNTRY,MEN,,,41٫95,0,0,,1,نواقص,99999,,125,,2023/06/04,,,,,,,,2023/06/03,,-1,,,,,رويال/ادره المخازن,,,,0,29٫55,125,2022/02/09,,123٫28,لا,175,155,150,145,0
95,AVON Wish Of Love 50 Ml,0,0,112,0,150,0,145,0,140,0,135,0,2022/03/21,,,,,,,,,,,,,,,5059018173133   5050136875114,50 Ml,0,,0,AVON,Wish Of Love,,,,33٫93,0,0,,1,نواقص,99999,,123,,2022/03/21,,,,,,,,2022/03/21,,-1,,,,,Avon,,,,0,25٫33,123,2021/12/19,,112,لا,150,145,140,135,0
96,AVON اسبري CELEBRE,0,0,40,0,60,0,55,0,50,0,45,0,2025/07/02,,,,,,,,,,,,,,,5059018043351   5059018122568,,0,,0,AVON,اسبري CELEBRE,,,,50,0,0,,1,نواقص,99999,,40,,2025/02/03,,,,,,,,2023/07/29,,-1,,,,,Avon,,,,0,33٫33,40,2021/12/19,,40,لا,60,55,50,45,0
97,AVON بودره معطره فراوي,0,0,25,0,35,0,32,0,30,0,28,0,2023/05/10,,,,,,,,,,,,,,,5059018033437,,0,,0,AVON,بودره معطره فراوي,,,,40,0,0,,1,نواقص,99999,,25,,2023/05/10,,,,,,,,2023/05/10,,-1,,,,,رويال/ادره المخازن,,,,0,28٫57,25,2022/02/09,,25,لا,35,32,30,28,0
91,إجمالي -   AVON,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Azha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Azha Eye Contour,0,0,55,0,105,0,80,0,70,0,60,0,2026/03/29,,,,,,,,,,,,,,,6224010520035,,0,,0,Azha,Eye Contour,,,,90٫91,0,0,,1,نواقص,99999,,55,,2026/03/29,,,,,,,,2026/03/29,,-1,,,,,,,,,0,47٫62,55,2023/12/05,,55,لا,105,80,70,60,0
99,Azha Night Cream,0,0,50,0,89,0,80,0,70,0,60,0,2025/07/02,,,,,,,,,,,,,,,6224010520059,,0,,0,Azha,Night Cream,,,,78,0,0,,1,نواقص,99999,,50,,2025/02/03,,,,,,,,,,-1,,,,,,,,,0,43٫82,50,2023/12/05,,50,لا,89,80,70,60,0
100,Azha Serum Vitamin C,0,0,95,0,189,0,160,0,150,0,140,0,2025/06/28,,,,,,,,,,,,,,,6224010520516,,0,,0,Azha,Serum Vitamin C,,,,98٫95,0,0,,1,نواقص,99999,,95,,2024/03/03,,,,,,,,2024/03/03,,-1,,,,,,,,,0,49٫74,95,2023/12/05,,95,لا,189,160,150,140,0
101,Azha Sun Screem Profit,0,0,100,0,159,0,150,0,145,0,135,0,2024/02/26,,,,,,,,,,,,,,,6224010520110,Profit,0,,0,Azha,Sun Screem,,,,59,0,0,,1,نواقص,99999,,100,,2024/02/29,,,,,,,,2024/02/26,,-1,,,,,,,,,0,37٫11,100,2023/12/05,,100,لا,159,150,145,135,0
102,Azha غسول Argento,0,0,141٫25,0,189,0,170,0,160,0,155,0,2024/07/25,,,,,,,,,,,,,,,6224010520011,,0,,0,Azha,غسول Argento,,,,33٫81,0,0,,1,نواقص,99999,,147٫5,,2024/07/25,,,,,,,,2024/07/25,,-1,,,,,,,,,0,25٫26,147٫5,2024/03/19,,141٫25,لا,189,170,160,155,0
5,إجمالي -   Azha,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bio Soft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bio Soft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Bio Soft Aloe Vera,0,0,40,0,70,0,65,0,60,0,55,0,2024/07/27,,,,,,,,,,,,,,,6224007432242,,0,,0,Bio Soft,Aloe Vera,,,,75,0,0,,1,نواقص,99999,,40,,2024/07/27,,,,,,,,2024/07/27,,-1,,,,,مايكل ثروت / مايت سينما,,,,0,42٫86,40,2023/08/10,,40,لا,70,65,60,55,0
104,Bio Soft Curly Cream,0,0,55,0,80,0,75,0,70,0,65,0,2023/04/14,,,,,,,,,,,,,,,6224007432266,,0,,0,Bio Soft,Curly Cream,,,,45٫45,0,0,,1,نواقص,99999,,55,,2023/04/14,,,,,,,,2023/04/14,,-1,,,,,كيرمينا,,,,0,31٫25,55,2022/12/12,,55,لا,80,75,70,65,0
105,Bio Soft Deep Conditioner Avocado,0,0,55,0,80,0,75,0,70,0,65,0,2024/01/10,,,,,,,,,,,,,,,088002,Avocado,0,,0,Bio Soft,Deep Conditioner,,,,45٫45,0,0,,1,نواقص,99999,,55,,2024/01/10,,,,,,,,2024/01/10,,-1,,,,,كيرمينا,,,,0,31٫25,55,2022/12/12,,55,لا,80,75,70,65,0
106,Bio Soft Deep Conditioner Coconut,0,0,55,0,80,0,75,0,70,0,65,0,2023/12/05,,,,,,,,,,,,,,,6225897152623,Coconut,0,,0,Bio Soft,Deep Conditioner,,,,45٫45,0,0,,1,نواقص,99999,,55,,2023/12/06,,,,,,,,2023/12/05,,-1,,,,,كيرمينا,,,,0,31٫25,55,2022/12/12,,55,لا,80,75,70,65,0
107,Bio Soft Deep Conditioner Shea,0,0,55,0,80,0,75,0,70,0,65,0,2023/12/11,,,,,,,,,,,,,,,088001,Shea,0,,0,Bio Soft,Deep Conditioner,,,,45٫45,0,0,,1,نواقص,99999,,55,,2023/10/12,,,,,,,,,,-1,,,,,كيرمينا,,,,0,31٫25,55,2022/12/12,,55,لا,80,75,70,65,0
108,Bio Soft Face & Body Sugar & Coffe,0,0,45,0,70,0,65,0,60,0,55,0,2024/03/21,,,,,,,,,,,,,,,6224007432211,Sugar & Coffe,0,,0,Bio Soft,Face & Body,,,,55٫56,0,0,,1,نواقص,99999,,45,,2024/03/21,,,,,,,,2024/03/21,,-1,,,,,كيرمينا,,,,0,35٫71,45,2022/12/12,,45,لا,70,65,60,55,0
109,Bio Soft Face & Body Scrub Argan & Almond,0,0,45,0,70,0,65,0,60,0,55,0,2025/04/13,,,,,,,,,,,,,,,6224007432204,Argan & Almond,0,,0,Bio Soft,Face & Body Scrub,,,,55٫56,0,0,,1,نواقص,99999,,45,,2025/04/13,,,,,,,,2025/04/13,,-1,,,,,كيرمينا,,,,0,35٫71,45,2022/12/12,,45,لا,70,65,60,55,0
110,Bio Soft Face & Body Scrub Blackseed &charcoal,0,0,45,0,70,0,65,0,60,0,55,0,2024/11/02,,,,,,,,,,,,,,,6224007432228,Blackseed &charcoal,0,,0,Bio Soft,Face & Body Scrub,,,,55٫56,0,0,,1,نواقص,99999,,45,,2024/11/02,,,,,,,,2024/11/02,,-1,,,,,كيرمينا,,,,0,35٫71,45,2022/12/12,,45,لا,70,65,60,55,0
111,Bio Soft Face & Body Scrub Coconut & Shea,0,0,45,0,70,0,65,0,60,0,55,0,2024/05/19,,,,,,,,,,,,,,,6224007432198,Coconut & Shea,0,,0,Bio Soft,Face & Body Scrub,,,,55٫56,0,0,,1,نواقص,99999,,45,,2024/05/20,,,,,,,,2024/05/19,,-1,,,,,كيرمينا,,,,0,35٫71,45,2022/12/12,,45,لا,70,65,60,55,0
112,Bio Soft Flaxseeds Gel,0,0,55,0,80,0,75,0,70,0,65,0,2024/01/23,,,,,,,,,,,,,,,6224007432297,,0,,0,Bio Soft,Flaxseeds Gel,,,,45٫45,0,0,,1,نواقص,99999,,55,,2024/01/23,,,,,,,,2024/01/23,,-1,,,,,كيرمينا,,,,0,31٫25,55,2022/12/12,,55,لا,80,75,70,65,0
113,Bio Soft Rose Smothing Gel,0,0,45,0,70,0,65,0,60,0,55,0,2025/02/17,,,,,,,,,,,,,,,6225000271388,,0,,0,Bio Soft,Rose Smothing Gel,,,,55٫56,0,0,,1,نواقص,99999,,45,,2025/02/17,,,,,,,,2025/02/17,,-1,,,,,كيرمينا,,,,0,35٫71,45,2022/12/12,,45,لا,70,65,60,55,0
114,Bio Soft Rose Water Coconut,0,0,28,0,45,0,40,0,35,0,32,0,2023/12/11,,,,,,,,,,,,,,,088008,Coconut,0,,0,Bio Soft,Rose Water,,,,60٫71,0,0,,1,نواقص,99999,,28,,2023/12/06,,,,,,,,2023/12/06,,-1,,,,,كيرمينا,,,,0,37٫78,28,2022/12/12,,28,لا,45,40,35,32,0
115,Bio Soft Rose Water Micellar,0,0,28,0,45,0,40,0,35,0,32,0,2023/12/01,,,,,,,,,,,,,,,088007,Micellar,0,,0,Bio Soft,Rose Water,,,,60٫71,0,0,,1,نواقص,99999,,28,,2023/12/02,,,,,,,,2023/12/01,,-1,,,,,كيرمينا,,,,0,37٫78,28,2022/12/12,,28,لا,45,40,35,32,0
116,Bio Soft Shampo Anti Dandruf,0,0,55,0,80,0,75,0,70,0,65,0,2023/12/11,,,,,,,,,,,,,,,088005,Anti Dandruf,0,,0,Bio Soft,Shampo,,,,45٫45,0,0,,1,نواقص,99999,,55,,2023/10/12,,,,,,,,,,-1,,,,,كيرمينا,,,,0,31٫25,55,2022/12/12,,55,لا,80,75,70,65,0
117,Bio Soft Shampo Argan,0,0,55,0,80,0,75,0,70,0,65,0,2023/12/11,,,,,,,,,,,,,,,088004,Argan,0,,0,Bio Soft,Shampo,,,,45٫45,0,0,,1,نواقص,99999,,55,,2023/10/12,,,,,,,,,,-1,,,,,كيرمينا,,,,0,31٫25,55,2022/12/12,,55,لا,80,75,70,65,0
118,Bio Soft Shampo Avocado,0,0,55,0,80,0,75,0,70,0,65,0,2023/12/11,,,,,,,,,,,,,,,088003,Avocado,0,,0,Bio Soft,Shampo,,,,45٫45,0,0,,1,نواقص,99999,,55,,2023/10/12,,,,,,,,,,-1,,,,,كيرمينا,,,,0,31٫25,55,2022/12/12,,55,لا,80,75,70,65,0
119,Bio Soft Shampo Hyaluronic Acid,0,0,55,0,80,0,75,0,70,0,65,0,2023/12/11,,,,,,,,,,,,,,,088006,Hyaluronic Acid,0,,0,Bio Soft,Shampo,,,,45٫45,0,0,,1,نواقص,99999,,55,,2023/10/12,,,,,,,,,,-1,,,,,كيرمينا,,,,0,31٫25,55,2022/12/12,,55,لا,80,75,70,65,0
120,Bio Soft Snail,0,0,45,0,70,0,65,0,60,0,55,0,2025/06/17,,,,,,,,,,,,,,,6224007432259,,0,,0,Bio Soft,Snail,,,,55٫56,0,0,,1,نواقص,99999,,45,,2025/06/17,,,,,,,,2025/06/17,,-1,,,,,كيرمينا,,,,0,35٫71,45,2022/12/12,,45,لا,70,65,60,55,0
121,Bio Soft Soap Charcoal,0,0,29,0,45,0,40,0,35,0,33,0,2023/12/11,,,,,,,,,,,,,,,088010,Charcoal,0,,0,Bio Soft,Soap,,,,55٫17,0,0,,1,نواقص,99999,,29,,2023/10/12,,,,,,,,2023/11/01,,-1,,,,,كيرمينا,,,,0,35٫56,29,2022/12/12,,29,لا,45,40,35,33,0
122,Bio Soft Soap Oil Ant,0,0,29,0,45,0,40,0,35,0,33,0,2024/01/11,,,,,,,,,,,,,,,264697789864,Oil Ant,0,,0,Bio Soft,Soap,,,,55٫17,0,0,,1,نواقص,99999,,29,,2024/01/11,,,,,,,,2024/01/11,,-1,,,,,كيرمينا,,,,0,35٫56,29,2022/12/12,,29,لا,45,40,35,33,0
20,إجمالي -   Bio Soft,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Blusher stick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blusher stick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Blusher stick Might cinema 6008 106,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,135001,6008,0,,0,Blusher stick,Might cinema,106,اسفنج,,,0,0,,1,---,99999,,0,,,,,,,,,,,,-1,,,,,,,,,0,,0,,,0,لا,,,,,0
124,Blusher stick Might cinema 6008 -,0,0,0,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,135002,6008,0,,0,Blusher stick,Might cinema,-,107,,,0,0,,1,---,99999,,0,,,,,,,,,,,,-1,,,,,,,,,0,,0,,,0,لا,,,,,0
2,إجمالي -   Blusher stick,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,,,,,,0,,,,,0,0,0,0,0,,,,,,,,,,,,,,0,,,0,,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bobana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bobana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Bobana AFTER SUN 150ML,0,0,86٫67,0,120,0,115,0,110,0,100,0,2024/05/31,,,,,,,,,,,,,,,6222019612249,150ML,0,,0,Bobana,AFTER SUN,,,,38٫46,0,0,,1,---,99999,,86٫67,,,,,,,,,,,,-1,,,,,شركه بوبانا/محمود,,,,0,27٫78,86٫67,2024/05/26,,86٫67,لا,120,115,110,100,0
126,Bobana Collagen Hyaluronic Acid,0,0,88٫25,0,160,0,150,0,140,0,130,0,2024/10/30,,,,,,,,,,,,,,,6222019610795,Hyaluronic Acid,0,,0,Bobana,Collagen,,,,81٫3,0,0,,1,نواقص,99999,,94,,2024/10/30,,,,,,,,2024/10/30,,-1,,,,,شركخ اجياد للتجاره والتوكيلات /عجور,,,,0,44٫84,94,2023/11/21,,88٫25,لا,160,150,140,130,0
